	01_St1_D1	02_St1_D15	03_St1_D45	04_St2_D1	05_St2_D15	06_St2_D45	07_St3_D1	08_St3_D15	09_St3_D45	10_St4_D1	11_St4_D15	12_St4_D45	13_St5_D1	14_St5_D15	15_St5_D45	16_St6_D1	17_St6_D15	18_St6_D45	19_St7_D1	20_St7_D15	21_St7_D45	22_St8_D1	23_St8_D15	24_St8_D45	25_St9_D1	26_St10_D1	27_St10_D15	28_St10_D45	29_St11_D1	30_St11_D15	31_St11_D45	32_St12_D1	33_St12_D15	34_St12_D45	35_St13_D1	36_St13_D15	37_St13_D45	38_St14_D1	39_St14_D15	40_St14_D45	41_St15_D1	42_St15_D15	43_St15_D45	44_St16_D1	45_St16_D15	46_St16_D45	47_St17_D1	48_St17_D15	49_St17_D45	50_St18_D1	51_St18_D15	52_St18_D45	53_St19_D1	54_St19_D15	55_St19_D45	56_St20_D1	57_St20_D15	58_St20_D45	59_St21_D1	60_St21_D15	61_St21_D45	62_St22_D1	63_St22_D15	64_St22_D45
ASV64	72	507	26903	48	233	8249	92	373	5288	166	347	5634	802	658	651	780	467	545	956	473	571	144	126	336	310	95	69	135	47	57	113	54	64	167	47	23	85	66	45	275	313	284	383	127	127	301	0	51	30	25	60	242	52	48	501	39	122	217	84	252	89	114	285	346
ASV65	56	891	6535	55	793	2317	87	639	2290	206	1290	5283	624	725	989	469	991	972	709	633	1347	587	936	1973	758	614	626	928	332	369	612	294	357	573	263	202	378	223	381	704	441	196	131	692	601	591	1924	1603	2188	198	2032	1023	274	1819	923	72	1651	943	508	1294	452	48	266	1112
ASV66	6	40	8090	4	25	5628	8	23	2687	7	25	5035	19	47	330	19	110	145	16	49	595	16	22	1874	311	37	48	532	5	9	518	0	5	1031	2	4	108	0	24	227	869	945	8132	81	127	926	360	1691	650	30	3099	1394	134	3771	1377	45	2554	991	349	3382	108	7	15	429
ASV67	130	1497	3069	138	1158	1727	254	2056	1788	244	2523	1811	738	1606	2612	723	2170	1774	1533	2257	1436	1224	1597	1099	671	276	360	593	163	270	496	129	250	997	170	175	855	187	422	872	873	1184	2021	912	792	1901	29	92	53	126	153	338	98	158	1165	23	168	246	71	202	431	172	1205	3838
ASV68	255	866	5459	231	668	922	430	631	1090	643	948	762	919	789	772	864	1079	1485	809	500	709	965	1024	603	4094	1783	1543	608	833	684	479	671	1210	501	788	364	230	588	359	393	403	196	236	553	409	348	158	949	335	218	1232	487	405	1371	562	709	1418	424	761	1161	337	2027	2217	1347
ASV69	849	97	0	1288	397	0	2069	401	3	1705	449	0	4263	287	6	4282	70	20	2907	122	11	654	11	0	0	1	7	0	138	11	0	117	144	9	573	1893	56	630	1359	29	429	21	2	1673	1687	0	43	0	5	912	5	0	1370	4	18	12897	2673	9	6535	3189	57	54	33	7
ASV70	0	0	0	0	0	0	0	0	0	0	0	0	9	6	29	0	49	595	0	4	241	169	166	2342	0	20	22	81	0	15	99	6	6	692	6	52	1223	0	132	1247	1752	6218	31280	232	226	2700	0	0	10	0	0	160	0	0	1594	0	0	236	0	13	537	0	0	1302
ASV71	14	428	1036	26	358	492	68	630	609	65	543	1063	563	708	663	466	907	1261	724	702	812	1175	1154	912	1773	1191	1482	941	497	711	704	406	541	557	424	385	791	331	624	1097	978	773	849	1095	923	1086	189	902	307	330	1569	728	339	1683	710	24	1360	533	480	1205	721	548	2852	2761
ASV72	10160	6	40	19703	43	8	10728	57	3	8969	22	0	88	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV73	0	21	96	0	8	71	0	8	57	1	9	156	0	3	35	1	16	50	0	6	65	20	60	459	641	340	480	971	141	414	1119	138	130	1493	102	246	1250	91	160	624	1470	7188	21799	64	79	920	286	344	616	1	295	857	4	326	2027	0	282	722	15	566	1001	0	0	1162
ASV74	1	11	0	9	0	0	5	2	0	6	0	0	21	6	0	51	5	17	20	0	3	0	4	0	692	1470	1505	861	2006	1704	801	2133	2714	1248	3047	979	459	3195	1321	177	19	36	13	393	23	52	1313	367	529	1977	229	470	1328	265	692	3589	491	407	906	401	539	7658	2752	259
ASV75	0	308	735	0	92	832	0	204	420	0	147	354	79	223	1133	81	892	1229	62	238	2190	375	799	11481	6	8	17	145	32	65	234	23	35	1565	54	140	882	45	232	1290	1539	1121	411	475	725	1691	1	7	24	4	7	364	25	22	1634	34	4829	2402	1577	2605	564	27	489	622
ASV76	576	1480	1921	444	1939	921	515	940	1270	980	2306	2410	593	797	811	541	1000	975	828	759	844	877	1070	953	323	355	366	399	322	412	408	257	345	581	276	352	728	302	443	687	317	110	58	458	414	562	1152	866	1130	114	760	571	155	778	920	90	675	571	284	461	704	190	950	2110
ASV77	3	227	331	10	208	180	42	329	212	47	240	277	280	348	302	217	453	363	331	330	251	389	443	163	3295	2803	3289	1229	1338	1646	1002	964	1458	761	1150	532	459	763	583	351	247	67	26	571	338	298	221	1034	415	463	1897	887	486	2021	792	68	1684	533	595	1566	661	850	2064	1230
ASV78	4381	360	86	15287	1432	15	7416	289	4	2371	307	19	703	618	19	508	418	84	213	362	20	27	35	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	28	0	4	0	0	10	47	2	2231	25	27	879	28	0	304	21	2	3570	1242	0	1962	789	0	4	0	0
ASV79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV81	305	675	297	248	764	269	381	929	272	702	827	375	1698	924	490	1799	1177	913	1095	709	477	1333	1298	497	36	208	220	35	624	598	58	589	555	545	934	658	741	604	1429	689	2089	2193	410	3061	2055	749	23	11	5	625	5	100	1344	28	517	988	267	123	1189	557	351	22	22	121
ASV82	201	523	40	146	532	37	323	654	35	459	450	42	1844	1203	168	2382	1196	443	2478	1192	72	640	643	29	15	9	6	4	41	17	12	49	61	68	162	200	193	149	402	294	1055	1371	220	561	660	169	27	16	0	4610	8	25	6628	17	183	6165	297	45	3399	341	42	29	0	17
ASV83	36	373	1785	40	155	349	49	244	583	58	257	639	247	272	650	200	603	798	252	347	596	419	470	341	3041	689	633	1785	187	302	1246	160	202	1371	132	176	422	116	150	334	202	126	118	210	254	339	1690	2002	2184	51	2124	2096	183	2028	2688	31	1448	1184	257	1489	561	28	125	1085
ASV84	346	602	0	139	838	7	432	1211	13	674	740	3	2704	1888	145	4504	2177	858	3367	2023	71	2207	2219	17	1	0	0	0	11	7	0	20	21	36	69	123	285	72	872	459	2357	4371	963	2139	2325	199	0	0	4	18	5	2	155	0	104	546	26	0	273	80	22	2	3	0
ASV85	161	688	627	120	586	849	200	1012	626	245	1108	993	930	1536	1745	612	1118	1442	1474	1676	1318	1180	1624	793	82	259	344	352	217	339	391	159	158	663	173	208	955	204	512	612	830	1323	3175	756	679	1630	10	58	10	187	170	437	166	195	950	20	145	334	103	283	693	90	387	1469
ASV86	2422	2714	7021	1031	3662	6727	1074	1359	5722	1489	1335	5038	118	53	129	62	95	93	44	49	149	11	28	88	14	5	4	8	0	2	12	2	0	11	1	10	91	4	133	262	160	52	2	298	265	190	0	0	0	0	1	14	3	1	69	6	9	17	3	6	36	0	0	28
ASV87	4	14	0	16	7	4	12	8	0	12	3	6	12	14	41	22	16	121	28	8	146	45	27	246	11	158	110	31	3129	1925	220	2686	2912	1602	7277	5871	503	7803	2656	80	42	29	30	1745	59	26	0	0	0	10	1	12	43	0	178	201	16	90	109	206	979	25	2	28
ASV88	82	271	797	87	165	472	96	307	499	113	290	503	543	558	545	413	746	612	613	615	379	566	371	323	2512	963	945	798	210	265	779	216	392	818	271	241	512	185	275	397	349	276	464	289	217	555	532	1889	720	709	1892	881	562	2041	1237	160	1929	539	414	972	440	619	990	3072
ASV89	1492	569	589	1545	652	292	1351	436	472	2431	1461	475	526	394	447	411	381	427	371	213	532	607	809	845	490	423	282	226	276	258	167	224	279	163	299	131	45	377	201	150	132	40	23	245	111	131	1385	750	1267	1175	843	463	1672	778	358	3888	1257	478	1693	784	142	602	132	239
ASV90	6006	1054	1629	5530	1373	328	4684	483	318	6824	1187	402	344	104	180	204	171	211	128	74	216	245	333	205	70	7	9	25	2	9	22	0	0	56	4	12	27	13	13	41	41	31	67	13	29	48	40	89	144	9	99	248	417	133	226	2180	470	456	1044	463	46	50	10	61
ASV91	59	208	108	104	97	67	177	217	127	132	98	39	609	373	201	760	354	302	482	149	150	399	288	208	689	1395	1349	384	1621	1312	413	1622	2624	805	1924	615	291	1742	885	322	220	94	104	528	231	143	582	197	389	891	153	281	539	187	399	749	351	246	472	325	368	4667	2552	188
ASV92	531	746	675	452	769	388	424	474	466	818	1142	1050	506	526	507	459	515	580	573	435	520	610	654	638	459	722	638	518	716	809	444	616	781	601	782	772	578	925	620	339	161	53	11	542	366	260	915	513	588	588	612	528	698	572	684	869	658	405	849	681	553	647	852	1047
ASV93	4	74	2680	4	53	655	10	94	613	8	56	613	48	87	254	39	141	176	63	60	247	90	154	592	3478	1534	1342	1636	321	506	1155	329	474	1112	208	88	257	100	116	465	399	341	925	152	176	406	578	1553	1028	97	1620	973	161	1618	1046	12	1439	959	286	900	420	40	95	1492
ASV94	51	432	539	68	321	316	121	550	358	235	894	715	1276	1508	895	1028	1157	1145	1616	1713	536	874	614	159	1200	511	535	799	107	258	793	125	135	693	147	398	655	158	400	310	144	94	40	445	422	390	260	645	1057	461	664	738	396	750	859	68	692	380	356	463	402	183	418	1787
ASV95	7237	102	73	13082	71	26	5384	55	16	8686	107	20	99	7	0	60	4	0	34	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	2	0	0	0	0	0	5	123	0	5	432	15	2	64	14	1	26	2	6
ASV96	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	14	39	8	2582	3009	23	1988	2157	568	4545	9270	294	5613	2358	46	0	0	0	1432	13	12	0	0	0	0	0	6	0	0	255	0	0	28	13	60	664	81	26	58
ASV97	17	93	1667	17	118	412	10	30	403	19	67	1009	7	8	137	3	40	114	0	0	148	109	259	606	1166	781	846	1165	453	603	862	374	367	851	249	147	276	84	110	258	119	54	57	84	117	248	2420	1918	3278	27	2280	1296	150	2088	1144	126	1701	1128	617	1044	402	9	12	745
ASV98	96	505	1076	145	506	775	198	933	602	184	760	837	980	1434	1154	657	1448	1094	1409	1702	708	699	624	225	906	339	396	537	98	171	390	66	108	586	84	129	379	79	229	229	196	139	237	343	280	478	103	308	183	485	402	557	411	541	927	66	395	246	170	544	276	239	661	3194
ASV99	2001	1135	2487	2142	1456	639	1357	753	991	1410	1160	1082	315	259	249	175	298	413	222	149	261	311	427	253	178	150	160	261	167	186	193	148	181	472	126	289	366	114	384	535	267	66	72	719	616	258	22	158	48	29	178	382	71	153	588	113	320	298	209	469	374	731	3713	736
ASV100	8543	682	1233	10017	1312	383	4641	346	341	4630	548	384	130	55	40	55	52	66	25	31	49	34	38	67	12	3	7	2	0	2	2	2	0	10	3	4	8	0	13	15	13	0	0	9	8	9	1	5	9	0	5	24	26	6	29	112	47	32	75	44	4	30	35	8
ASV101	0	73	3465	1	26	1122	1	44	1068	0	29	1231	8	15	304	10	111	274	8	28	317	17	50	818	1950	1124	1261	2105	475	798	1223	405	544	1844	237	107	454	116	74	490	139	66	78	51	52	288	42	242	128	1	304	1322	7	351	2685	0	292	1281	12	505	793	14	192	2475
ASV102	0	21	0	1	6	2	0	13	7	0	6	3	13	14	19	12	24	27	8	12	8	24	47	41	114	228	234	980	1206	1396	1084	1012	1060	3102	2275	2984	1215	2172	1100	407	129	160	50	561	99	107	0	11	16	89	8	860	253	24	1827	199	455	932	673	2820	1468	727	748	237
ASV103	119	208	39	90	361	10	212	359	13	352	252	28	1172	864	82	2045	1807	960	1470	791	62	1316	749	23	119	195	133	2	224	198	5	257	275	47	430	591	153	426	1039	488	1776	2488	361	1564	1189	208	6	0	0	3155	0	0	2500	0	45	1385	15	2	360	166	24	9	5	4
ASV104	0	0	6	22	1	0	7	0	0	6	1	0	62	31	0	97	0	0	28	0	1	0	0	0	0	3	0	0	0	0	1	0	5	0	0	6	4	3	7	1	0	0	0	10	6	3	3704	100	111	8808	101	14	4353	212	17	7314	377	16	1127	107	17	5320	118	0
ASV105	9008	3605	1307	4528	5273	312	2971	403	231	3317	488	380	104	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0
ASV106	5	613	2226	3	272	1217	23	651	1601	16	606	2360	354	493	802	328	1094	1008	572	692	550	611	627	608	331	339	418	377	133	230	288	126	170	431	102	77	414	64	202	977	630	530	1207	730	772	829	9	96	48	11	207	261	38	214	653	0	151	336	28	250	381	33	611	1292
ASV107	19	26	70	56	32	41	32	42	44	34	56	64	195	180	76	160	104	67	202	120	48	58	29	5	896	1169	1063	472	330	421	391	402	545	446	704	225	128	706	238	57	19	6	4	124	24	26	537	354	138	9840	341	317	4172	425	436	1115	478	145	764	344	131	1002	286	321
ASV108	20	0	302	56	0	20	21	0	12	21	0	9	0	2	0	0	0	0	0	0	0	0	0	0	3311	56	25	0	7	7	0	11	15	0	5	0	0	3	0	0	0	0	0	0	0	0	24210	695	1260	90	373	2	32	305	5	12	165	6	10	26	0	3	0	0
ASV109	5297	62	115	11223	94	57	4068	39	66	4204	69	60	84	46	15	37	31	11	27	25	13	8	0	1	6	7	6	3	4	4	4	5	2	11	4	3	5	3	2	5	6	1	1	6	0	3	0	18	6	11	23	17	786	15	25	3103	178	21	640	85	10	314	37	7
ASV110	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1027	63	5326	7	0	0	27	0	1	66	0	5	148	8	139	1927	17	384	3070	3100	7839	3536	681	205	2766	0	0	0	0	0	11	0	0	20	0	0	63	0	0	213	0	15	348
ASV111	0	66	4480	3	18	1257	0	52	939	0	4	455	9	30	216	8	107	122	10	13	187	13	50	380	1280	212	130	1107	23	72	1127	56	63	607	16	23	83	11	11	248	117	24	24	17	31	149	1595	2067	3584	22	909	688	65	1330	1299	6	1621	599	64	1143	147	151	400	1422
ASV112	25	1260	17	1	1177	2	81	1664	11	88	1012	0	629	1627	31	1012	4937	899	1062	2053	119	992	2638	35	0	0	0	0	32	7	0	28	29	15	59	79	570	86	390	1015	1516	1842	138	995	1749	226	0	0	0	8	1	3	156	1	37	4	46	8	190	210	39	0	18	8
ASV113	80	332	1774	91	198	516	79	403	719	76	326	663	473	596	820	349	600	1098	673	636	713	435	506	437	335	289	421	695	269	359	435	130	218	619	179	195	355	153	201	335	189	79	95	277	297	304	304	462	273	160	552	551	161	424	989	56	436	438	165	724	472	681	2952	786
ASV114	2757	516	108	1186	334	88	2183	318	1017	2993	253	546	1011	816	2292	976	1486	2398	1241	463	1952	669	757	1401	0	4	3	0	0	0	0	6	5	0	37	9	35	54	101	158	215	199	6	178	196	121	0	0	5	29	0	0	57	0	0	172	26	0	12	56	2	7	0	49
ASV115	215	710	1058	232	501	517	241	501	583	426	996	828	618	684	551	470	686	661	672	551	466	577	544	292	704	377	377	632	198	305	507	190	205	548	158	175	374	123	233	295	183	47	34	378	318	235	948	739	1011	107	737	667	133	756	629	95	617	618	245	379	369	68	315	752
ASV116	33	2537	340	15	673	116	85	1351	376	96	3575	248	1059	779	840	1093	1241	784	977	450	387	1371	1587	85	0	0	0	3	0	5	0	3	0	9	8	27	240	17	498	723	473	147	21	1369	1589	679	0	0	0	0	0	4	0	0	14	0	0	0	2	3	93	71	1274	1823
ASV117	85	558	1016	70	393	744	124	542	564	151	634	759	553	798	859	394	701	792	700	765	981	873	1173	575	168	164	206	238	105	221	288	107	84	537	89	182	635	88	306	390	417	425	652	507	548	927	40	93	69	86	285	457	88	346	983	16	160	238	64	290	525	62	410	1747
ASV118	7	515	2481	5	221	744	44	486	840	35	376	808	449	473	1054	459	1120	2072	578	499	802	1112	1068	1183	275	53	48	234	88	121	166	87	110	429	156	108	268	170	171	798	665	411	740	330	355	485	1	25	33	1	21	198	3	14	624	3	28	274	13	74	219	93	1067	1264
ASV119	10	340	404	12	233	134	39	461	223	54	566	311	483	538	446	292	635	693	540	534	475	943	1160	554	365	338	413	193	224	234	179	126	182	194	163	147	411	153	413	648	730	844	582	983	846	641	61	207	83	92	441	256	146	511	322	8	413	165	190	735	342	345	2313	781
ASV120	4216	17	120	10157	21	19	3768	26	14	3569	23	20	37	0	0	19	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	53	5	7	2294	15	6	805	20	3	311	34	0	128	32	0	224	0	0
ASV121	893	561	162	750	597	115	742	651	118	1008	471	116	1932	915	312	1499	1360	596	1654	911	258	926	585	168	18	45	44	1	226	105	14	174	163	78	335	169	210	303	387	345	439	348	42	654	575	326	3	2	0	805	3	16	761	2	111	1380	44	18	270	111	71	5	11	40
ASV122	64	485	883	89	451	405	134	594	473	303	3164	1365	285	425	401	159	484	301	250	420	778	365	519	403	1127	513	381	194	151	138	134	80	135	156	106	56	157	57	149	134	139	51	45	173	131	314	494	656	498	52	676	170	89	689	338	41	400	75	58	384	63	35	373	2947
ASV123	38	312	718	58	233	419	88	418	586	72	389	511	422	512	761	346	675	606	508	456	653	759	939	1021	594	293	255	398	105	92	247	104	149	248	70	69	274	61	167	581	799	916	1168	440	376	722	483	434	612	80	369	243	70	388	398	1	349	224	81	207	275	49	451	1165
ASV124	17	419	1069	12	153	319	23	314	602	27	281	577	328	367	831	245	640	881	509	397	579	457	385	313	1474	472	558	1033	591	650	687	298	429	743	515	222	194	483	179	320	168	152	458	255	168	244	159	132	369	68	116	548	102	134	965	12	100	476	44	187	279	247	498	717
ASV125	7	102	999	5	64	303	0	89	344	8	134	531	50	57	188	44	109	142	56	60	191	78	98	245	1049	467	429	663	213	346	558	176	207	551	122	78	163	82	103	222	133	97	138	111	91	181	1783	1434	2776	152	1520	751	153	1449	714	23	1167	622	227	645	247	7	65	348
ASV126	4443	452	566	4944	769	190	3494	330	274	3828	705	220	209	124	279	89	149	170	77	87	195	104	235	71	40	5	7	27	8	2	13	8	6	33	2	15	16	20	13	31	42	29	190	18	29	38	2	16	7	2	33	42	2	20	36	25	64	54	58	47	21	132	57	130
ASV127	6	24	8395	4	25	4852	3	12	1991	5	16	3211	8	17	99	8	34	50	4	15	156	12	11	607	11	4	2	37	1	2	55	0	0	113	0	1	17	0	5	37	107	173	971	9	12	87	20	67	43	3	132	428	5	153	184	65	176	380	71	290	11	4	0	64
ASV128	13	34	33	14	17	26	15	19	40	31	39	31	38	14	0	27	11	6	21	2	6	3	10	11	607	538	720	780	790	742	554	550	733	1024	551	673	368	625	587	165	42	2	0	275	129	50	67	352	130	61	327	681	121	352	930	208	561	424	381	763	668	2482	3340	386
ASV129	1	30	107	4	8	24	0	21	21	0	17	15	7	18	39	18	37	119	4	15	30	172	179	228	1440	606	663	510	1207	873	324	879	1263	505	1044	349	189	761	319	748	693	523	827	239	80	533	39	125	73	9	85	136	24	90	356	0	102	103	22	196	156	1269	3636	903
ASV130	16	275	29	9	202	27	64	701	141	49	273	64	249	269	146	672	1279	447	150	154	226	690	613	346	141	160	199	79	386	227	58	342	515	175	364	153	217	372	424	309	1673	328	70	1275	806	226	58	58	50	2609	43	118	1644	50	173	1157	342	51	239	218	121	63	21	147
ASV131	3	50	1863	3	40	571	10	74	540	7	31	878	45	57	221	37	103	144	74	44	169	79	108	476	827	439	359	852	35	72	587	54	64	515	37	41	127	20	49	344	321	311	688	130	124	338	397	1262	689	122	1258	565	117	1388	702	15	1512	507	246	729	218	30	47	557
ASV132	39	190	835	46	176	759	47	338	442	74	305	974	660	914	928	577	936	920	898	1000	783	569	511	511	284	139	133	273	36	55	229	58	48	383	22	72	305	32	95	233	188	65	69	218	213	324	74	256	83	39	291	380	71	380	671	22	336	250	87	281	222	40	303	1297
ASV133	4006	2219	1401	2576	2916	1134	1544	362	342	2206	302	599	192	83	18	122	52	22	124	59	25	6	19	60	3	3	1	0	48	14	0	21	32	13	57	71	16	38	92	30	11	18	4	51	38	18	6	0	0	81	1	3	79	1	18	331	56	20	209	130	11	4	0	17
ASV134	23	427	411	22	383	173	79	440	258	128	629	331	462	602	464	375	786	487	488	467	301	393	329	166	745	353	320	260	420	424	278	353	519	436	458	296	205	459	345	187	179	209	238	183	105	165	429	322	545	471	256	241	339	251	391	65	206	218	149	129	281	252	481	878
ASV135	17	321	1761	30	275	825	39	373	821	43	454	1889	253	428	425	180	535	381	412	426	505	292	404	451	434	175	219	343	55	100	239	42	66	192	38	62	203	38	154	304	240	90	46	361	293	341	64	372	140	41	674	327	61	633	321	15	486	242	94	321	246	61	701	904
ASV136	68	2632	95	70	2471	119	184	2721	282	93	2184	133	12	39	112	12	198	52	43	0	153	0	6	84	0	10	41	80	55	197	205	213	191	1561	725	1662	1016	777	611	130	83	214	91	163	10	64	0	0	0	0	0	37	0	1	521	1	0	97	18	130	395	3	0	40
ASV137	6	79	616	11	33	167	10	99	234	13	109	448	76	116	177	54	176	155	118	101	148	75	78	140	1433	748	680	851	95	158	598	108	114	494	66	52	161	54	65	190	135	56	68	114	119	212	213	805	444	69	1332	676	147	1557	858	10	1176	412	218	769	233	84	250	1972
ASV138	4	0	180	4	0	13	8	0	6	10	1	7	0	0	0	0	0	0	0	0	0	0	0	0	2347	36	15	0	0	3	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	16746	365	663	53	171	6	20	186	6	0	85	4	9	11	0	0	2	0
ASV139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16789	39	0	3615	56	10	2	0	0
ASV140	0	12	0	0	6	3	5	44	12	0	38	0	299	229	232	405	591	624	288	227	119	763	477	31	90	161	170	18	411	340	12	483	528	324	610	310	132	436	355	178	338	158	0	607	381	107	31	3	5	3349	0	36	3003	20	170	1228	154	42	1129	300	100	14	9	9
ASV141	0	0	0	0	1	38	0	14	0	0	0	1	0	0	31	0	0	35	0	0	7	174	28	1835	0	0	6	562	47	177	529	224	215	3942	141	582	2468	213	106	788	184	240	1139	5	58	300	0	0	0	0	5	759	0	0	1875	0	0	944	0	195	1877	0	0	58
ASV142	0	131	2895	3	52	997	8	90	1003	5	74	1009	44	76	488	40	215	419	68	114	484	84	143	888	662	292	264	887	174	244	586	131	153	620	118	50	202	75	48	387	239	120	250	83	114	342	23	37	102	0	44	410	10	38	1095	0	47	420	9	164	317	31	326	1294
ASV143	340	801	1790	315	1219	641	414	603	993	439	1874	721	232	232	356	197	444	423	179	242	390	290	432	440	676	159	139	105	86	111	80	86	177	196	99	67	148	78	84	168	153	66	48	100	75	169	9	44	34	2	39	91	5	43	309	5	44	74	7	39	90	63	543	1057
ASV144	33	231	492	27	142	445	39	233	285	47	225	338	178	287	381	133	351	354	225	228	389	399	703	461	141	89	146	134	69	150	217	62	52	402	57	109	417	59	172	317	788	1581	2481	245	237	715	11	69	34	43	170	263	54	178	655	11	120	187	44	193	311	50	290	1428
ASV145	4	110	41	2	66	42	9	76	13	12	109	23	166	134	230	138	332	670	153	95	219	415	419	461	0	7	23	0	31	96	0	69	89	158	84	146	433	100	491	1229	2693	3745	2071	1014	1196	818	0	0	0	0	0	1	0	0	34	0	0	1	13	10	160	0	35	101
ASV146	0	0	3614	0	0	1749	0	0	847	0	0	988	0	0	0	0	0	15	0	0	0	129	351	801	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	453	1008	1551	4552	17	0	573	0	0	0	0	0	50	0	0	182	2	0	197	0	0	0	0	0	602
ASV147	0	202	15	1	228	2	2	372	1	13	247	3	765	549	29	613	909	223	367	369	57	1701	1866	645	0	3	5	0	34	19	0	38	41	17	99	380	240	66	648	403	1186	1463	125	805	1413	177	0	0	1	0	2	3	1	0	19	0	5	8	0	46	33	1	11	0
ASV148	1	51	1045	3	10	329	2	32	313	2	5	144	24	19	230	16	65	98	0	12	214	21	77	379	738	146	74	607	11	27	583	45	26	369	7	5	31	6	9	133	68	26	26	0	12	72	932	1396	2335	9	456	496	10	704	808	0	786	362	24	516	61	99	511	372
ASV149	1319	13	104	1925	11	12	799	8	16	1669	13	20	273	34	13	515	10	33	281	5	26	21	64	313	4	16	12	52	119	115	54	75	81	99	297	831	42	615	373	38	54	44	20	458	136	84	10	0	1	156	2	13	739	0	37	2833	73	14	760	64	48	57	8	0
ASV150	567	923	5069	283	1059	1771	290	321	1946	372	418	1989	40	11	38	33	40	23	33	20	49	7	4	15	0	0	0	0	0	0	0	0	0	5	0	0	12	0	8	74	23	5	0	38	47	33	0	0	0	0	0	0	0	0	8	0	0	0	0	0	5	0	4	10
ASV151	32	278	1993	40	185	552	43	86	654	25	144	633	33	23	120	22	81	90	19	35	135	75	118	375	3001	497	311	505	111	146	344	103	195	535	52	47	79	44	32	122	166	104	127	33	22	126	54	177	86	4	166	229	7	155	510	2	176	178	17	165	101	30	168	874
ASV152	2	111	318	7	67	80	17	137	177	14	91	164	130	181	286	115	364	316	136	243	164	75	65	45	1041	397	365	451	79	177	318	102	141	415	82	47	103	47	78	129	65	17	11	98	96	93	1093	614	849	144	553	408	114	561	618	15	621	278	105	380	154	56	215	1010
ASV153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12287	8	6	2653	29	11	0	4	0
ASV154	66	799	818	53	709	431	125	341	729	133	560	864	264	216	291	253	269	315	267	145	241	364	391	442	150	26	25	113	58	74	103	49	110	309	106	95	142	164	76	253	149	284	1656	59	36	86	8	55	36	2	34	117	1	38	484	0	41	189	8	30	160	66	36	435
ASV155	11	123	5412	12	77	1065	16	42	1086	20	53	1417	19	19	106	11	42	48	36	22	73	1	0	34	1192	305	216	74	12	38	82	17	36	24	18	5	2	7	2	18	45	20	17	4	4	31	8	342	132	0	252	441	7	263	231	5	287	441	21	456	36	31	31	39
ASV156	0	6	1232	0	0	470	0	7	317	0	5	581	0	0	83	0	21	48	0	0	127	0	0	718	117	7	27	394	0	6	539	0	0	964	0	0	323	0	3	208	210	322	2757	10	36	491	32	232	258	0	191	480	0	229	1702	0	149	454	2	229	222	0	0	612
ASV157	0	13	18	4	2	9	2	13	11	4	9	17	9	17	9	10	12	17	13	8	3	10	13	0	610	594	751	373	1348	1078	342	684	793	375	992	436	90	948	421	23	5	0	0	208	22	12	40	63	30	49	61	190	51	64	226	10	86	125	60	256	169	1569	1386	52
ASV158	14	88	396	15	63	106	17	103	163	25	74	130	84	101	184	75	153	200	82	75	179	254	322	397	552	358	345	619	90	155	403	115	181	352	105	66	227	68	100	496	569	527	690	181	163	406	292	289	341	34	287	282	46	266	476	6	272	293	65	220	237	106	503	257
ASV159	63	0	0	206	0	7	23	0	3	126	0	0	0	0	0	0	0	0	0	0	0	0	0	367	33	0	0	8	0	0	27	0	0	170	0	0	0	0	0	5	22	12	61	0	13	0	0	64	26	0	113	332	14	127	554	17	1050	534	354	9416	520	0	0	0
